"X";"ID";"DNI";"SEXO";"EDADJUBILACION";"GRUPOTOMA";"TOMA";"NRO";"EDAD";"ECIVIL";"TIEMPOVIUDA";"EDADCONY";"ANIMO";"OCUPACION";"ULTIMAOCUPACION";"HACECUANTO";"CAMBIOJUBIL";"COMOCAMBIO";"NIVELESTUDIOS";"VECESMEDICO";"SALUDSUBJ";"SALUDSATIS";"VIDASTIS";"HACIENDOMAYOR";"CONQUIENVIVE";"MIEMBROSHOGAR";"VECES1";"VECES2";"VECES3";"VECES4";"VECES5";"VECES6";"VECES7";"VECES8";"VECES9";"VECES10";"VECES11";"VECES12";"VECES13";"LLEVA1";"LLEVA2";"LLEVA3";"LLEVA4";"LLEVA5";"LLEVA6";"LLEVA7";"LLEVA8";"LLEVA9";"LLEVA10";"LLEVA11";"LLEVA12";"MOTIVO1";"MOTIVO2";"MOTIVO3";"MOTIVO4";"MOTIVO5";"MOTIVO6";"MOTIVO7";"MOTIVO8";"MOTIVO9";"MOTIVO10";"MOTIVO11";"MOTIVO12";"MOTIVO13";"MOTIVO14";"MOTIVO15";"MOTIVO16";"MOTIVO17";"MOTIVO18";"MOTIVO19";"AÑOS";"LOGROS1";"LOGROS2";"LOGROS3";"LOGROS4";"LOGROS5";"LOGROS6";"LOGROS7";"LOGROS8";"LOGROS9";"LOGROS10";"LOGROS11";"LOGROS12";"LOGROS13";"LOGROS14";"LOGROS15";"LOGROS16"
1824;1547;816;1;48;"A";1;132;71;2;NA;72;6;"JUBILADO                                        ";"MILITAR                                         ";23;1;3;4;1;2;3;9;9;2;2;7;NA;1;1;1;NA;NA;NA;NA;NA;1;1;1;5;4;4;4;4;4;4;NA;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
129;129;361;2;57;"E";13;7078;57;2;NA;54;6;"JUBILADA                                        ";"DOCENTE                                         ";0;1;3;5;0;3;3;9;6;5;3;7;1;3;7;NA;3;NA;1;NA;NA;4;3;7;4;4;4;4;4;NA;4;NA;NA;4;4;4;3;4;1;1;1;3;1;4;4;2;4;4;1;3;4;1;4;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1989;1674;45;2;60;"A";1;61;63;2;NA;65;6;"AMA DE CASA JUBI                                ";"DOCENTE                                         ";3;0;3;5;0;3;3;9;9;2;2;7;0;2;NA;3;2;0;0;0;1;2;0;7;4;4;4;0;4;0;4;0;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;NA;4;12;4;4;4;3;3;4;4;4;4;4;4;3;NA;2;3;4
500;459;120;2;57;"D";11;467;58;2;NA;57;6;"MEDICO                                          ";"MEDICO                                          ";1;0;NA;6;2;3;3;9;6;5;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;4;0;4;0;4;0;4;4;3;3;3;4;2;1;1;2;1;4;4;1;4;4;1;2;4;2;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1257;1096;318;2;60;"A";2;637;73;6;10;NA;8;"AMA DE CASA                                     ";"ENFERMERA                                       ";10;1;3;6;3;2;1;6;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;5;NA;NA;NA;NA;5;5;5;NA;4;NA;4;4;4;4;4;4;4;4;4;NA;4;4;4;NA;NA;4;10;4;NA;4;4;4;4;4;4;4;4;4;4;4;4;4;4
754;682;102;2;62;"A";1;231;63;2;NA;63;4;"JUBILADA                                        ";"PROFE DE INGLES                                 ";1;1;2;6;NA;3;3;6;6;2;2;7;0;4;4;3;2;3;0;0;0;2;0;0;4;2;5;5;5;5;3;3;3;4;4;NA;4;4;4;2;2;2;3;3;2;4;4;3;3;3;NA;9;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
764;690;481;2;60;"B";4;301;83;6;20;NA;6;"JUBILADA                                        ";"DOCENTE                                         ";21;1;3;4;2;3;1;3;6;1;NA;NA;NA;2;2;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;5;5;3;2;NA;NA;NA;3;3;3;4;4;NA;NA;NA;3;NA;3;4;NA;4;4;NA;NA;4;NA;NA;NA;NA;8;4;4;3;NA;3;NA;3;4;3;NA;NA;2;3;3;4;4
2228;1857;888;2;65;"A";1;267;65;1;NA;NA;4;"JUBILADA                                        ";"SECRETARIA                                      ";1;0;2;3;1;2;2;6;6;7;2;0;3;0;0;0;0;0;0;0;8;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;5;5;5;5;4;4;1;3;3;3;3;NA;4;4;4;4;2;3;NA;1;1;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2403;1996;234;2;50;"E";13;6018;81;6;16;NA;6;"                                                ";"DOCENTE                                         ";31;0;NA;NA;6;3;4;9;6;1;NA;NA;NA;NA;5;4;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;1;4;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4
2569;2126;886;2;62;"B";4;16;63;4;NA;NA;4;"JUBILADA                                        ";"COMERCIANTE                                     ";2;0;NA;4;3;2;1;3;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;2;NA;NA;NA;NA;NA;NA;5;4;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;3;4;NA;NA;NA;NA;NA;3;NA;NA;NA
2348;1949;548;1;67;"E";13;7125;68;2;NA;65;4;"                                                ";"PRODUCTOR PUBLICITARIO                          ";1;0;NA;3;1;3;2;6;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;NA;3;NA;4;NA;3;3;3;3;3;3;NA;NA;NA;3;NA;3;3;NA;3;3;NA;3;3;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1737;1476;100;2;54;"A";2;50;69;6;6;NA;2;"AMA DE CASA                                     ";"EMPLEADO                                        ";15;1;0;4;2;1;2;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;NA;4;NA;4;4;3;4;NA;4;NA;NA;NA;4;4;NA;NA;4;4;4;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1014;907;608;2;56;"B";4;178;65;2;NA;67;6;"JUB DOCENTE                                     ";"PROFESORA                                       ";8;1;0;5;1;2;2;6;6;2;2;7;0;1;1;7;2;0;NA;NA;NA;NA;7;NA;1;5;5;5;5;5;3;NA;NA;5;5;NA;9;4;9;9;9;4;4;3;4;1;4;4;4;3;4;1;4;1;1;5;3;3;3;1;4;4;4;4;1;1;3;4;4;2;3;4
1298;1131;747;2;60;"B";4;672;64;6;1;NA;4;"AMA DE CASA                                     ";"AMA DE CASA                                     ";4;0;NA;5;1;3;3;9;6;3;NA;NA;0;7;7;7;4;NA;0;NA;NA;3;NA;NA;NA;4;5;5;5;NA;NA;NA;4;4;4;4;4;4;NA;NA;3;3;NA;4;NA;NA;3;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
364;341;725;2;57;"D";11;453;77;1;NA;NA;4;"JUBILADA                                        ";"EMPLEADA                                        ";18;1;2;5;2;2;2;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;3;NA;4;4;4;3;4;4;2;3;3;3;3;4;4;4;4;3;3;4;4;3;3;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1675;1429;861;2;57;"A";2;128;59;2;NA;70;6;"JUBILADA                                        ";"DOCENTE                                         ";1;1;3;5;0;3;4;9;9;3;NA;7;1;7;2;NA;NA;NA;2;1;NA;1;NA;NA;4;4;4;4;NA;NA;5;5;4;5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;4;NA;NA;NA;NA;NA;NA;NA;NA
2486;2058;584;1;63;"B";5;50153;71;6;1;NA;4;"JUBILADO                                        ";"ACOPIADOR DE CER                                ";8;0;NA;4;1;2;2;6;6;1;1;0;1;1;3;3;1;3;3;0;0;4;3;3;0;5;5;5;5;5;5;0;3;4;4;3;4;3;3;9;9;3;9;3;3;9;3;3;9;3;3;9;3;9;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2289;1904;785;2;55;"D";10;286;NA;2;NA;75;NA;"AMA DE CASA                                     ";"DOCENTE                                         ";20;1;4;5;1;3;4;9;6;2;2;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;5;NA;NA;NA;NA;NA;4;4;4;4;NA;NA;NA;NA;NA;4;NA;4;NA;NA;NA;4;NA;NA;NA;NA;4;NA;4;NA;NA;4;4;4;3;3;4;3;3;NA;9;3;4;4;4;3
505;464;263;2;70;"D";11;458;78;6;10;NA;6;"AMA DE CASA                                     ";"AMA DE CASA                                     ";8;NA;NA;4;0;3;3;6;6;8;NA;NA;NA;3;3;NA;3;3;NA;NA;NA;5;5;NA;NA;5;5;5;5;5;5;NA;NA;5;5;NA;4;4;4;4;4;3;4;4;3;3;3;3;3;4;4;NA;3;NA;3;8;4;4;4;4;3;3;3;3;3;3;4;3;4;4;4;4
385;359;553;2;60;"B";5;50133;71;2;NA;77;6;"JUBILADA                                        ";"EMPLEADA                                        ";11;0;NA;4;0;2;2;6;6;2;NA;7;0;1;1;2;1;1;0;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1819;1543;532;2;58;"A";2;487;68;4;NA;NA;6;"JUBILADA                                        ";"DOCENTE                                         ";10;1;3;6;1;2;2;9;9;3;2;0;4;5;7;NA;NA;NA;2;NA;NA;NA;4;4;NA;4;5;5;NA;NA;2;NA;4;4;4;4;4;4;4;NA;NA;4;4;4;NA;NA;4;4;NA;NA;NA;NA;4;NA;4;1;2;3;3;3;2;2;3;2;3;2;2;3;3;3;3;2
1586;1361;770;2;55;"B";5;50438;NA;2;NA;75;6;"JUBILADA                                        ";"DOCENTE                                         ";18;1;2;6;NA;3;4;6;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;NA;3;NA;NA;NA;NA;3;3;3;3;NA;4;NA;NA;NA;NA;NA;4;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;3;3;NA;NA;NA;3;3;3;3;NA;3;3;NA;3;3;3;3
1224;1076;858;2;60;"A";2;720;NA;6;1;NA;6;"                                                ";"COMERCIO                                        ";10;1;3;3;NA;3;2;6;9;1;NA;0;2;3;7;2;2;0;0;0;NA;3;7;7;0;4;4;5;3;0;0;0;4;4;4;3;NA;4;NA;NA;3;4;4;3;NA;3;3;3;NA;3;4;2;3;NA;4;7;3;NA;NA;NA;3;3;3;NA;NA;1;3;4;3;NA;NA;3
2696;2224;526;1;65;"B";5;70032;65;5;NA;NA;6;"                                                ";"ING CIVIL                                       ";NA;0;NA;6;2;4;4;9;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1448;1245;531;2;54;"A";1;287;81;6;14;NA;6;"JUBILADA                                        ";"DOCENTE                                         ";26;1;3;4;NA;3;3;6;6;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;4;4;5;4;NA;4;NA;NA;NA;4;NA;4;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;3;3;NA;NA;NA;3;3;4;3;NA;NA;3;NA;3;NA;NA;3
822;740;836;2;51;"B";4;194;64;5;NA;NA;4;"ONG DROGOS                                      ";"DOCENTE NIVEL ME                                ";10;1;1;6;1;2;1;6;6;3;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;9;NA;9;NA;NA;NA;5;5;5;5;2;2;NA;3;2;4;3;4;4;4;4;4;3;4;4;4;4;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
177;173;23;2;51;"D";10;81;84;1;NA;NA;6;"JUBILADA                                        ";"                                                ";5;0;2;5;4;2;2;6;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;6;NA;NA;NA;NA;NA;NA;NA;NA;4;5;4;NA;4;3;3;1;2;3;3;3;3;2;3;3;2;3;3;3;3;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2170;1815;74;2;57;"B";5;50330;80;1;NA;NA;8;"jubilada                                        ";"docente                                         ";23;1;3;6;1;1;2;6;6;1;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;4;NA;4;NA;4;NA;NA;NA;NA;NA;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;4
853;769;192;2;59;"B";4;423;70;2;NA;63;6;"JUBILADA                                        ";"TECNICA HEMOTERA                                ";12;1;3;6;5;2;2;9;3;2;4;7;NA;3;NA;3;3;NA;NA;NA;NA;7;NA;NA;4;NA;4;4;4;4;4;NA;4;5;3;4;NA;4;NA;NA;NA;4;NA;4;4;4;4;4;NA;NA;NA;NA;4;NA;4;12;4;4;4;NA;4;4;4;4;4;4;NA;4;4;4;4;4
2622;2167;90;2;59;"B";5;50442;59;2;NA;67;4;"JUBILADA                                        ";"VICEDIRECTORA                                   ";1;1;2;5;0;3;4;9;9;5;4;7;0;7;7;0;0;0;0;NA;NA;1;7;NA;3;NA;3;5;NA;NA;NA;NA;5;5;5;NA;4;4;4;1;1;4;4;4;4;4;4;4;NA;4;NA;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2397;1992;7;2;60;"E";13;7275;64;1;NA;NA;6;"JUBILADA                                        ";"BIOQUIMICA                                      ";4;1;2;6;0;3;3;9;6;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;2;4;1;2;0;4;0;0;0;0;4;0;3;4;3;4;3;4;2;1;4;2;1;4;4;1;4;4;3;3;4;1;4;1;3;1;4;3;3;3;4;3;4;4;4;2;3;NA;3;4;4;4
1681;1434;545;1;56;"A";2;125;62;3;NA;60;4;"ARQUITECTO                                      ";"EMPRESAS DEL EST                                ";6;1;2;6;1;2;2;9;6;2;3;7;1;5;NA;NA;2;NA;1;2;2;5;2;5;4;4;4;NA;3;NA;3;5;3;4;3;3;1;3;1;1;1;1;1;3;3;1;3;3;3;2;3;2;3;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1041;926;462;2;58;"A";2;852;63;3;5;63;4;"AMA DE CASA                                     ";"MODISTA                                         ";5;0;NA;2;1;2;2;6;9;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;3;4;3;3;3;NA;4;4;4;3;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;3;3;3;4;3;3;3;2;2;3;4;3;3;2
222;214;12;2;47;"D";10;204;69;2;NA;67;4;"JUBILADA                                        ";"DOCENTE                                         ";22;0;NA;5;1;2;2;9;6;2;2;7;NA;4;4;5;4;4;NA;NA;NA;1;NA;NA;4;3;4;4;4;4;3;NA;NA;4;4;NA;3;3;2;NA;NA;3;3;3;3;NA;3;3;NA;NA;3;NA;3;NA;NA;15;3;3;3;3;3;2;4;3;3;NA;NA;NA;3;3;3;3
90;90;33;2;63;"E";13;6065;6;12;NA;NA;4;"AMA DE CASA                                     ";"PROSECRETARIA PODER JUDICIAL                    ";20;1;NA;6;2;2;2;6;6;1;1;NA;NA;2;4;2;4;4;NA;NA;NA;4;2;NA;NA;4;5;5;5;5;NA;NA;4;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;4;NA;4;4;NA;NA;NA;NA;NA;NA;NA;13;3;3;2;2;3;3;4;3;3;3;NA;3;2;2;2;3
943;846;222;2;50;"A";2;594;56;2;NA;62;4;"JUBILADA                                        ";"BCO DE CBA                                      ";6;1;3;4;0;2;1;6;9;2;NA;NA;0;1;1;1;0;NA;NA;NA;NA;0;0;NA;2;3;3;3;3;3;3;NA;NA;5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1697;1447;5;2;61;"D";10;25;65;NA;NA;68;4;"JUBILADA                                        ";"MEDICA                                          ";4;1;2;6;1;2;2;6;NA;2;2;7;2;2;2;NA;0;NA;0;NA;NA;2;2;2;3;3;3;3;3;0;3;0;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;2;3;3;3;3;1;1;4;3;3;3;3;NA;2;3;3;3;3;3;3;3;3;3;3
819;738;100;2;55;"B";4;196;65;5;NA;NA;2;"ESCRIBO                                         ";"ABOGADA                                         ";10;1;1;6;3;2;1;6;NA;1;NA;NA;NA;1;3;1;NA;NA;NA;NA;NA;1;NA;NA;NA;4;4;4;3;4;4;NA;3;3;3;NA;NA;4;4;3;2;3;3;4;4;2;4;4;9;1;4;4;3;1;3;9;3;2;2;3;3;3;3;3;3;3;3;2;3;2;2;3
2446;2026;593;1;60;"A";2;893;69;2;NA;69;4;"JUBILADO                                        ";"ADMINISTRADOR                                   ";9;1;2;4;NA;2;1;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;2;2;2;2;3;NA;NA;3;4;NA;2;3;1;3;3;4;4;4;4;4;4;4;4;2;4;4;3;1;4;2;3;2;1;1;3;3;4;3;2;1;1;1;2;1;2;3
786;710;271;2;58;"B";5;50119;60;1;NA;NA;6;"JUBILADA                                        ";"EMPLE PUBLICA                                   ";2;1;3;6;0;3;3;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;5;5;4;4;3;4;3;NA;NA;NA;NA;4;4;4;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1354;1177;402;2;60;"A";2;545;67;5;NA;NA;6;"SOPORTE TEC PIEL                                ";"OBRA S FIAT                                     ";7;0;NA;6;NA;2;2;6;6;1;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;4;NA;NA;NA;NA;4;NA;4;NA;NA;NA;4;NA;4;4;NA;4;4;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1913;1619;786;2;50;"A";2;269;60;2;NA;61;2;"                                                ";"PSICOPEDAGOGA                                   ";9;9;NA;6;0;2;3;3;0;5;4;7;4;7;7;NA;NA;NA;1;NA;1;4;NA;NA;2;5;3;3;NA;NA;3;NA;4;4;4;4;4;4;3;9;9;1;1;4;1;1;3;3;NA;3;3;3;9;9;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1449;1246;401;2;58;"B";4;397;59;5;NA;NA;8;"JUBILADA                                        ";"BIOQUIMICA                                      ";1;1;NA;4;6;0;4;NA;9;9;3;3;NA;4;7;4;NA;NA;1;0;NA;NA;2;6;NA;0;4;5;5;NA;5;4;0;3;4;3;3;1;1;1;1;3;4;3;1;1;2;9;3;1;1;4;3;1;1;1;3;1;1;1;1;NA;3;4;3;NA;1;1;2;9;3;4
2264;1885;643;2;52;"A";1;255;71;6;12;NA;6;"                                                ";"DOCENTE                                         ";20;1;3;5;NA;2;2;6;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;3;3;NA;NA;3;NA;NA;NA;NA;4;4;3;3;2;2;4;4;4;2;3;3;3;3;3;3;3
1782;1514;752;1;75;"D";10;294;NA;6;NA;NA;6;"JUBILADO                                        ";"DOCENTE                                         ";2;1;2;6;NA;2;2;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;5;NA;4;4;NA;4;4;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;3;NA;NA;3;3;NA;NA;NA;NA;NA;NA;NA;3;3
874;785;748;2;42;"A";1;202;63;2;NA;63;6;"AMA DE CASA                                     ";"LABORATORIO META                                ";21;NA;3;6;NA;2;4;9;9;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;4;NA;NA;4;4;4;4;4;4;3;4;2;1;1;3;3;3;3;3;3;4;3;4;4;3;3;1;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
376;352;181;2;63;"B";5;50145;63;2;NA;65;4;"JUBILADA                                        ";"LIC PSICOPEDAGOG                                ";NA;0;NA;6;1;2;9;3;6;2;2;5;NA;2;3;1;1;1;NA;NA;NA;2;NA;NA;3;2;4;3;4;3;3;NA;5;5;4;4;2;4;1;1;1;3;4;4;3;2;3;4;3;3;3;1;4;1;3;4;3;3;9;9;3;3;4;4;3;2;3;3;4;4;4;4
1205;1059;389;2;58;"A";2;951;80;2;NA;85;2;"JUBILADA                                        ";"PROFESORA                                       ";22;1;3;6;0;2;3;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;4;4;4;NA;4;4;4;NA;4;4;3;1;1;1;1;4;4;2;4;4;NA;3;4;NA;2;1;2;12;4;NA;NA;NA;4;3;4;4;4;3;3;NA;3;NA;NA;3
2609;2157;296;1;58;"A";1;91;63;2;NA;60;4;"JUBILADA                                        ";"EMP PUBLIC                                      ";6;0;9;4;0;2;2;6;6;5;3;7;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;NA;NA;NA;NA;NA;NA;4;NA;4;3;3;1;1;1;2;1;2;1;9;NA;NA;NA;NA;NA;NA;3;NA;2;3;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
105;105;288;2;52;"E";13;6026;84;6;1;NA;2;"JUBILADA                                        ";"FUNCIONARIA JUDICIAL                            ";32;0;NA;6;1;2;2;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;4;4;3;3;2;0;0;3;3;0;3;4;4;9;4;4;4;4;4;9;3;3;9;9;9;9;9;9;9;10;3;3;3;3;3;3;3;3;3;1;2;3;3;9;3;3
2130;1781;553;2;58;"B";4;209;78;6;16;NA;6;"JUBILAD                                         ";"DOCENTE58                                       ";20;0;NA;4;2;2;1;6;6;1;1;0;0;7;0;2;7;0;2;0;0;0;0;0;NA;NA;5;NA;5;NA;5;NA;5;4;4;4;4;4;4;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25;25;358;2;57;"E";13;7236;57;2;NA;55;4;"JUBILADA                                        ";"TECNICA RADIOLOGA                               ";0;1;2;6;NA;2;2;6;9;5;NA;7;2;7;7;NA;NA;NA;NA;4;3;NA;2;3;3;4;4;4;NA;NA;4;4;4;4;3;4;3;4;4;3;3;3;NA;4;3;3;3;3;4;3;NA;NA;4;NA;3;4;4;NA;3;3;3;3;4;3;3;1;NA;NA;3;3;3;NA
1544;1329;706;1;70;"A";2;289;74;2;NA;59;6;"ADM. PROPIEDADES                                ";"EMPRESARIO                                      ";4;1;3;5;NA;2;3;6;6;2;2;1;NA;3;4;NA;NA;NA;8;NA;10;11;NA;13;4;4;4;4;4;NA;4;NA;4;5;4;4;NA;3;NA;NA;NA;NA;NA;3;NA;4;4;4;NA;NA;4;NA;4;NA;4;3;3;3;NA;NA;3;3;4;4;NA;NA;NA;NA;4;4;3;3
1314;1144;218;1;65;"A";2;583;65;2;NA;56;6;"SIN OCUPACION                                   ";"EMPLEADO ADM                                    ";1;1;3;4;NA;3;3;9;6;5;5;7;4;7;7;NA;NA;NA;0;NA;NA;4;5;2;4;4;4;4;NA;NA;4;NA;4;4;4;4;3;3;2;1;1;3;2;3;3;3;3;3;3;3;3;2;2;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1966;1659;626;2;72;"A";1;493;72;5;NA;NA;6;"JUBILADA                                        ";"SECRETARIA DE DI                                ";4;NA;2;6;NA;2;2;6;6;3;2;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;1;5;NA;NA;NA;NA;NA;4;4;4;NA;4;4;4;1;1;3;1;3;2;2;3;3;2;2;3;1;3;1;1;9;3;3;3;2;4;4;4;3;2;1;1;1;3;1;3;3
1582;1357;805;2;62;"B";5;50381;NA;4;NA;NA;8;"ARQUITECTA                                      ";"ARQUITECTA                                      ";15;1;3;6;1;2;2;6;NA;1;NA;1;3;NA;4;2;NA;1;NA;NA;NA;1;NA;NA;4;2;3;3;NA;3;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
307;290;101;2;62;"B";5;70271;68;2;NA;71;6;"JUBILADA                                        ";"PSICOPEDAGOGA                                   ";6;0;NA;6;0;3;3;9;6;2;2;7;0;2;2;2;1;0;NA;3;2;NA;NA;NA;4;3;4;4;4;2;4;0;4;4;3;3;2;4;2;1;1;2;2;2;3;1;4;4;2;1;4;1;2;1;1;9;3;3;3;3;3;3;3;3;3;1;9;3;3;3;3;3
